gradient_rmse,crossfall_rmse,gradient_dummy_rmse,crossfall_dummy_rmse,gradient_corr,crossfall_corr
1.9043828259876399,0.9639116325766928,2.670440038645317,0.6762370066755671,0.6643337144742946,0.22909712129257584
